,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1598,1600-2000,0,2.5-3.0,0,0.0-5.0,0,40-60,0.6-0.8,80-120,6,0.0-5.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,5.0-10.0,1,0,0,2
1599,800-1200,1,0.5-1.0,0,5.0-10.0,0,40-60,0.4-0.6,80-120,1,10.0-15.0,0-500,400-800,3000-4000,5-8,5.0-10.0,5.0-10.0,1,0,1,3
1600,1600-2000,1,2.0-2.5,1,5.0-10.0,0,20-40,0-0.2,160-200,4,15.0-20.0,0-500,400-800,1000-2000,14-17,10.0-15.0,15.0-20.0,1,1,1,1
1601,1200-1600,1,1.0-1.5,0,0.0-5.0,1,20-40,0-0.2,120-160,2,5.0-10.0,1000-1500,1200-1600,0-1000,11-14,0.0-5.0,15.0-20.0,1,1,1,0
1602,1200-1600,0,1.5-2.0,1,0.0-5.0,1,20-40,0-0.2,80-120,1,15.0-20.0,500-1000,800-1200,3000-4000,14-17,10.0-15.0,5.0-10.0,1,0,0,3
1603,800-1200,1,2.0-2.5,1,0.0-5.0,1,20-40,0.4-0.6,80-120,8,15.0-20.0,0-500,1600-2000,2000-3000,8-11,5.0-10.0,15.0-20.0,1,1,0,1
1604,800-1200,1,0.5-1.0,0,0.0-5.0,0,0-20,0.8-1.0,120-160,5,15.0-20.0,500-1000,1200-1600,0-1000,5-8,5.0-10.0,15.0-20.0,0,0,1,0
1605,400-800,0,1.5-2.0,0,5.0-10.0,0,20-40,0.2-0.4,160-200,8,10.0-15.0,0-500,400-800,3000-4000,14-17,5.0-10.0,10.0-15.0,0,1,1,2
1606,400-800,0,0.5-1.0,1,0.0-5.0,0,0-20,0-0.2,80-120,6,0.0-5.0,0-500,400-800,2000-3000,14-17,15.0-20.0,15.0-20.0,0,0,0,1
1607,400-800,0,1.5-2.0,1,0.0-5.0,1,20-40,0.4-0.6,80-120,4,0.0-5.0,1000-1500,1600-2000,2000-3000,8-11,0.0-5.0,15.0-20.0,1,0,0,2
1608,800-1200,1,0.5-1.0,1,5.0-10.0,1,20-40,0.4-0.6,80-120,2,5.0-10.0,1000-1500,1600-2000,1000-2000,8-11,0.0-5.0,10.0-15.0,1,1,0,1
1609,800-1200,0,2.0-2.5,1,0.0-5.0,1,40-60,0.2-0.4,160-200,5,15.0-20.0,500-1000,400-800,3000-4000,8-11,5.0-10.0,10.0-15.0,1,0,0,2
1610,1600-2000,0,2.5-3.0,0,10.0-15.0,1,40-60,0.6-0.8,160-200,5,15.0-20.0,500-1000,1200-1600,2000-3000,17-20,5.0-10.0,5.0-10.0,1,1,1,3
1611,1200-1600,0,2.0-2.5,1,0.0-5.0,0,0-20,0-0.2,120-160,5,10.0-15.0,500-1000,800-1200,2000-3000,17-20,15.0-20.0,0.0-5.0,0,1,1,2
1612,1600-2000,0,1.0-1.5,0,0.0-5.0,0,0-20,0.4-0.6,160-200,6,10.0-15.0,0-500,800-1200,3000-4000,5-8,0.0-5.0,0.0-5.0,1,1,0,3
1613,1600-2000,0,1.5-2.0,0,0.0-5.0,0,20-40,0-0.2,120-160,1,0.0-5.0,0-500,800-1200,2000-3000,11-14,5.0-10.0,0.0-5.0,1,0,1,2
1614,800-1200,0,2.5-3.0,1,0.0-5.0,0,20-40,0-0.2,80-120,3,5.0-10.0,500-1000,1600-2000,3000-4000,11-14,5.0-10.0,5.0-10.0,1,1,1,3
1615,800-1200,0,2.5-3.0,0,0.0-5.0,1,20-40,0-0.2,120-160,8,15.0-20.0,1500-2000,1600-2000,3000-4000,14-17,0.0-5.0,15.0-20.0,1,1,1,3
1616,1600-2000,1,0.5-1.0,1,5.0-10.0,1,20-40,0-0.2,80-120,7,15.0-20.0,0-500,400-800,3000-4000,8-11,5.0-10.0,15.0-20.0,1,1,0,3
1617,400-800,1,0.5-1.0,0,0.0-5.0,0,40-60,0-0.2,160-200,1,10.0-15.0,1000-1500,1600-2000,3000-4000,17-20,10.0-15.0,0.0-5.0,1,0,1,3
1618,400-800,0,0.5-1.0,0,5.0-10.0,0,40-60,0.8-1.0,80-120,6,5.0-10.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,15.0-20.0,1,1,0,2
1619,1600-2000,0,1.0-1.5,0,5.0-10.0,0,40-60,0.6-0.8,80-120,8,5.0-10.0,0-500,1600-2000,1000-2000,11-14,5.0-10.0,15.0-20.0,1,0,1,2
1620,400-800,0,1.0-1.5,1,0.0-5.0,1,0-20,0-0.2,160-200,3,0.0-5.0,500-1000,800-1200,3000-4000,11-14,0.0-5.0,15.0-20.0,1,0,1,2
1621,800-1200,1,1.0-1.5,1,0.0-5.0,0,0-20,0-0.2,160-200,8,15.0-20.0,500-1000,1200-1600,3000-4000,11-14,0.0-5.0,15.0-20.0,0,0,0,3
1622,800-1200,1,2.5-3.0,0,0.0-5.0,1,40-60,0-0.2,80-120,4,5.0-10.0,0-500,800-1200,2000-3000,14-17,5.0-10.0,0.0-5.0,1,1,0,1
1623,1600-2000,0,1.0-1.5,0,0.0-5.0,0,60-80,0.8-1.0,160-200,1,0.0-5.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,5.0-10.0,1,0,0,1
1624,400-800,1,2.5-3.0,1,0.0-5.0,1,20-40,0.6-0.8,160-200,2,5.0-10.0,0-500,1600-2000,1000-2000,5-8,0.0-5.0,5.0-10.0,1,0,1,1
1625,800-1200,0,2.5-3.0,0,0.0-5.0,1,40-60,0.8-1.0,120-160,5,10.0-15.0,0-500,800-1200,0-1000,5-8,0.0-5.0,15.0-20.0,1,0,0,0
1626,800-1200,0,0.5-1.0,0,5.0-10.0,1,0-20,0.2-0.4,80-120,5,10.0-15.0,0-500,400-800,0-1000,5-8,0.0-5.0,10.0-15.0,1,1,0,0
1627,800-1200,0,2.5-3.0,0,0.0-5.0,0,0-20,0-0.2,80-120,4,10.0-15.0,0-500,800-1200,3000-4000,11-14,0.0-5.0,10.0-15.0,0,0,1,3
1628,800-1200,0,2.5-3.0,1,10.0-15.0,1,40-60,0.8-1.0,160-200,4,10.0-15.0,0-500,1600-2000,3000-4000,5-8,0.0-5.0,10.0-15.0,1,1,1,2
1629,1200-1600,0,1.0-1.5,0,10.0-15.0,0,20-40,0.8-1.0,120-160,6,10.0-15.0,500-1000,400-800,1000-2000,5-8,0.0-5.0,10.0-15.0,1,1,1,1
1630,800-1200,0,2.0-2.5,0,5.0-10.0,1,20-40,0-0.2,160-200,2,10.0-15.0,0-500,400-800,0-1000,14-17,0.0-5.0,15.0-20.0,1,1,0,0
1631,400-800,1,0.5-1.0,1,0.0-5.0,1,0-20,0.6-0.8,160-200,8,5.0-10.0,1000-1500,1200-1600,3000-4000,14-17,0.0-5.0,15.0-20.0,1,1,1,3
1632,1200-1600,1,2.5-3.0,0,0.0-5.0,0,40-60,0.4-0.6,160-200,6,0.0-5.0,500-1000,800-1200,3000-4000,17-20,15.0-20.0,0.0-5.0,0,1,1,3
1633,1200-1600,0,1.5-2.0,1,10.0-15.0,1,40-60,0.4-0.6,160-200,2,10.0-15.0,0-500,400-800,1000-2000,14-17,0.0-5.0,0.0-5.0,1,1,1,1
1634,800-1200,1,0.5-1.0,0,10.0-15.0,1,20-40,0.6-0.8,160-200,4,15.0-20.0,0-500,400-800,1000-2000,5-8,5.0-10.0,15.0-20.0,1,1,0,0
1635,1600-2000,0,2.5-3.0,0,0.0-5.0,1,60-80,0.6-0.8,80-120,3,5.0-10.0,0-500,800-1200,3000-4000,5-8,0.0-5.0,5.0-10.0,1,0,1,3
1636,1200-1600,0,0.5-1.0,1,5.0-10.0,1,0-20,0.4-0.6,120-160,2,10.0-15.0,500-1000,1600-2000,1000-2000,11-14,10.0-15.0,5.0-10.0,1,1,0,2
1637,1600-2000,1,0.5-1.0,1,0.0-5.0,1,40-60,0.4-0.6,160-200,5,10.0-15.0,0-500,1200-1600,1000-2000,5-8,5.0-10.0,10.0-15.0,1,1,0,1
1638,400-800,0,2.5-3.0,1,0.0-5.0,0,0-20,0.6-0.8,160-200,1,5.0-10.0,1000-1500,1600-2000,2000-3000,8-11,5.0-10.0,5.0-10.0,0,1,0,2
1639,1600-2000,1,1.5-2.0,0,0.0-5.0,1,0-20,0.6-0.8,80-120,7,0.0-5.0,1000-1500,1600-2000,3000-4000,8-11,5.0-10.0,0.0-5.0,1,1,0,3
1640,1200-1600,1,2.5-3.0,1,15.0-20.0,0,40-60,0.8-1.0,160-200,8,15.0-20.0,0-500,800-1200,2000-3000,8-11,5.0-10.0,15.0-20.0,0,0,1,2
1641,800-1200,1,2.5-3.0,1,5.0-10.0,0,40-60,0.8-1.0,120-160,1,10.0-15.0,0-500,800-1200,2000-3000,14-17,5.0-10.0,15.0-20.0,1,0,0,2
1642,800-1200,0,0.5-1.0,1,10.0-15.0,1,0-20,0-0.2,160-200,3,15.0-20.0,0-500,1600-2000,3000-4000,11-14,0.0-5.0,10.0-15.0,1,0,0,3
1643,1600-2000,1,1.5-2.0,0,5.0-10.0,1,0-20,0.6-0.8,160-200,6,15.0-20.0,0-500,1600-2000,1000-2000,14-17,5.0-10.0,0.0-5.0,1,0,1,1
1644,800-1200,1,1.5-2.0,1,0.0-5.0,1,40-60,0.4-0.6,160-200,2,5.0-10.0,0-500,400-800,2000-3000,8-11,5.0-10.0,0.0-5.0,1,1,0,1
1645,1600-2000,1,0.5-1.0,1,0.0-5.0,1,0-20,0-0.2,160-200,4,0.0-5.0,500-1000,1600-2000,0-1000,17-20,15.0-20.0,0.0-5.0,1,1,1,1
1646,800-1200,1,0.5-1.0,0,0.0-5.0,1,40-60,0.4-0.6,120-160,2,0.0-5.0,1000-1500,800-1200,1000-2000,14-17,5.0-10.0,5.0-10.0,1,1,1,1
1647,400-800,1,0.5-1.0,1,0.0-5.0,1,20-40,0-0.2,120-160,3,15.0-20.0,500-1000,1200-1600,0-1000,14-17,0.0-5.0,5.0-10.0,1,1,1,0
1648,400-800,0,2.0-2.5,0,5.0-10.0,1,60-80,0.8-1.0,160-200,4,10.0-15.0,0-500,400-800,3000-4000,17-20,5.0-10.0,10.0-15.0,1,0,1,2
1649,1200-1600,0,1.5-2.0,0,0.0-5.0,0,0-20,0.4-0.6,80-120,7,0.0-5.0,500-1000,800-1200,1000-2000,14-17,5.0-10.0,0.0-5.0,0,0,1,1
1650,1600-2000,0,2.5-3.0,1,0.0-5.0,0,0-20,0-0.2,120-160,1,10.0-15.0,500-1000,400-800,0-1000,5-8,0.0-5.0,5.0-10.0,0,1,0,0
1651,1200-1600,0,0.5-1.0,1,0.0-5.0,0,40-60,0.2-0.4,80-120,4,5.0-10.0,1000-1500,1600-2000,1000-2000,11-14,5.0-10.0,0.0-5.0,1,1,0,1
1652,400-800,1,2.5-3.0,1,0.0-5.0,1,0-20,0.6-0.8,80-120,2,5.0-10.0,500-1000,1600-2000,1000-2000,5-8,0.0-5.0,0.0-5.0,1,0,1,0
1653,800-1200,0,1.5-2.0,1,0.0-5.0,0,20-40,0-0.2,80-120,5,0.0-5.0,1000-1500,1600-2000,3000-4000,11-14,5.0-10.0,5.0-10.0,0,0,1,3
1654,1600-2000,1,2.0-2.5,1,5.0-10.0,0,40-60,0.2-0.4,120-160,6,15.0-20.0,0-500,1200-1600,0-1000,5-8,0.0-5.0,5.0-10.0,0,0,0,0
1655,1600-2000,1,2.5-3.0,0,10.0-15.0,0,60-80,0.4-0.6,80-120,8,15.0-20.0,1000-1500,1200-1600,3000-4000,5-8,0.0-5.0,15.0-20.0,0,0,1,3
1656,800-1200,1,0.5-1.0,1,0.0-5.0,1,20-40,0.8-1.0,120-160,1,15.0-20.0,0-500,1600-2000,1000-2000,8-11,0.0-5.0,15.0-20.0,1,0,0,1
1657,1200-1600,0,2.5-3.0,0,0.0-5.0,1,0-20,0.8-1.0,160-200,1,15.0-20.0,500-1000,800-1200,2000-3000,14-17,15.0-20.0,10.0-15.0,1,0,0,1
1658,1600-2000,1,1.0-1.5,1,0.0-5.0,1,40-60,0.8-1.0,160-200,7,10.0-15.0,0-500,1200-1600,3000-4000,17-20,10.0-15.0,10.0-15.0,1,1,1,3
1659,400-800,1,1.0-1.5,1,5.0-10.0,0,60-80,0-0.2,160-200,4,5.0-10.0,500-1000,1200-1600,3000-4000,5-8,0.0-5.0,0.0-5.0,0,0,1,3
1660,1200-1600,1,1.0-1.5,1,5.0-10.0,1,0-20,0.2-0.4,80-120,8,15.0-20.0,0-500,400-800,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,1,1
1661,1600-2000,0,0.5-1.0,0,5.0-10.0,0,0-20,0-0.2,120-160,4,10.0-15.0,500-1000,800-1200,0-1000,11-14,5.0-10.0,10.0-15.0,1,1,0,1
1662,1600-2000,0,2.0-2.5,0,0.0-5.0,0,0-20,0.4-0.6,120-160,8,5.0-10.0,1000-1500,1600-2000,1000-2000,17-20,10.0-15.0,10.0-15.0,0,1,1,1
1663,1200-1600,1,1.5-2.0,1,0.0-5.0,0,0-20,0-0.2,80-120,4,0.0-5.0,1000-1500,1200-1600,3000-4000,8-11,0.0-5.0,5.0-10.0,0,0,1,3
1664,1200-1600,0,0.5-1.0,1,0.0-5.0,1,60-80,0-0.2,80-120,6,5.0-10.0,500-1000,1200-1600,1000-2000,14-17,5.0-10.0,5.0-10.0,1,0,1,2
1665,800-1200,1,2.5-3.0,0,15.0-20.0,1,0-20,0.4-0.6,80-120,8,15.0-20.0,0-500,1600-2000,1000-2000,14-17,5.0-10.0,5.0-10.0,1,0,0,1
1666,1600-2000,1,0.5-1.0,1,0.0-5.0,1,0-20,0-0.2,80-120,6,0.0-5.0,500-1000,1200-1600,2000-3000,14-17,0.0-5.0,0.0-5.0,1,0,0,3
1667,1600-2000,0,0.5-1.0,0,0.0-5.0,1,40-60,0.4-0.6,160-200,1,5.0-10.0,500-1000,1200-1600,1000-2000,14-17,0.0-5.0,5.0-10.0,1,1,0,1
1668,800-1200,0,0.5-1.0,1,10.0-15.0,0,0-20,0.8-1.0,120-160,1,15.0-20.0,1500-2000,1600-2000,1000-2000,14-17,0.0-5.0,10.0-15.0,1,0,0,1
1669,1200-1600,0,1.0-1.5,0,0.0-5.0,1,40-60,0.6-0.8,80-120,2,5.0-10.0,500-1000,800-1200,2000-3000,11-14,0.0-5.0,0.0-5.0,1,0,0,2
1670,1200-1600,1,1.5-2.0,1,0.0-5.0,1,40-60,0.8-1.0,160-200,4,5.0-10.0,0-500,400-800,3000-4000,5-8,0.0-5.0,0.0-5.0,1,0,0,3
1671,800-1200,0,2.5-3.0,0,0.0-5.0,1,40-60,0.2-0.4,80-120,5,5.0-10.0,0-500,400-800,0-1000,17-20,5.0-10.0,10.0-15.0,1,1,1,0
1672,1200-1600,1,1.0-1.5,0,5.0-10.0,1,0-20,0.6-0.8,80-120,8,10.0-15.0,0-500,400-800,1000-2000,8-11,0.0-5.0,15.0-20.0,1,0,1,1
1673,1200-1600,0,1.5-2.0,1,5.0-10.0,1,20-40,0.2-0.4,120-160,4,5.0-10.0,0-500,1600-2000,1000-2000,11-14,10.0-15.0,10.0-15.0,1,0,1,1
1674,1600-2000,0,1.0-1.5,0,0.0-5.0,0,20-40,0.6-0.8,80-120,6,0.0-5.0,1000-1500,1200-1600,3000-4000,17-20,5.0-10.0,15.0-20.0,0,0,1,3
1675,1600-2000,1,2.5-3.0,1,0.0-5.0,1,20-40,0.8-1.0,80-120,6,0.0-5.0,500-1000,1600-2000,1000-2000,11-14,5.0-10.0,15.0-20.0,1,0,1,2
1676,800-1200,1,2.5-3.0,0,5.0-10.0,0,20-40,0.2-0.4,80-120,1,10.0-15.0,500-1000,800-1200,1000-2000,11-14,5.0-10.0,10.0-15.0,1,1,0,1
1677,400-800,1,0.5-1.0,0,0.0-5.0,1,40-60,0-0.2,160-200,7,5.0-10.0,1000-1500,800-1200,2000-3000,8-11,5.0-10.0,10.0-15.0,1,0,1,2
1678,800-1200,0,0.5-1.0,0,0.0-5.0,1,0-20,0.8-1.0,80-120,4,5.0-10.0,500-1000,800-1200,3000-4000,5-8,0.0-5.0,0.0-5.0,1,0,0,2
1679,1200-1600,1,1.5-2.0,1,5.0-10.0,0,40-60,0-0.2,120-160,1,5.0-10.0,500-1000,800-1200,3000-4000,8-11,0.0-5.0,10.0-15.0,1,0,1,3
1680,1600-2000,1,0.5-1.0,1,0.0-5.0,1,40-60,0.4-0.6,160-200,8,5.0-10.0,500-1000,1600-2000,1000-2000,14-17,5.0-10.0,15.0-20.0,1,1,0,2
1681,800-1200,1,0.5-1.0,1,0.0-5.0,0,20-40,0-0.2,120-160,4,0.0-5.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,0.0-5.0,0,0,0,1
1682,1600-2000,1,2.5-3.0,1,0.0-5.0,1,0-20,0-0.2,120-160,5,0.0-5.0,500-1000,800-1200,1000-2000,14-17,10.0-15.0,15.0-20.0,1,0,0,1
1683,800-1200,1,1.5-2.0,0,0.0-5.0,0,40-60,0.6-0.8,120-160,5,0.0-5.0,500-1000,800-1200,1000-2000,17-20,0.0-5.0,5.0-10.0,0,0,1,1
1684,800-1200,0,0.5-1.0,1,10.0-15.0,1,40-60,0.2-0.4,160-200,2,10.0-15.0,500-1000,800-1200,3000-4000,11-14,0.0-5.0,15.0-20.0,1,0,0,3
1685,1200-1600,1,1.5-2.0,0,0.0-5.0,1,60-80,0.2-0.4,120-160,1,5.0-10.0,500-1000,1600-2000,3000-4000,5-8,0.0-5.0,15.0-20.0,1,0,0,3
1686,1200-1600,1,2.5-3.0,1,10.0-15.0,1,0-20,0.8-1.0,80-120,4,15.0-20.0,0-500,400-800,3000-4000,14-17,15.0-20.0,15.0-20.0,1,0,0,3
1687,400-800,0,1.5-2.0,0,0.0-5.0,0,20-40,0-0.2,160-200,8,15.0-20.0,0-500,1600-2000,0-1000,8-11,0.0-5.0,0.0-5.0,0,0,0,0
1688,400-800,1,1.5-2.0,0,10.0-15.0,1,20-40,0.2-0.4,120-160,6,10.0-15.0,1000-1500,1200-1600,3000-4000,17-20,15.0-20.0,0.0-5.0,1,0,1,3
1689,1200-1600,0,1.5-2.0,1,0.0-5.0,0,0-20,0.2-0.4,160-200,6,5.0-10.0,1000-1500,1600-2000,1000-2000,8-11,0.0-5.0,0.0-5.0,0,0,0,2
1690,1600-2000,1,0.5-1.0,1,0.0-5.0,1,20-40,0.8-1.0,160-200,5,0.0-5.0,0-500,400-800,3000-4000,8-11,0.0-5.0,0.0-5.0,1,0,0,3
1691,1600-2000,1,0.5-1.0,1,0.0-5.0,1,0-20,0.4-0.6,80-120,2,5.0-10.0,0-500,1200-1600,1000-2000,14-17,0.0-5.0,10.0-15.0,1,0,1,1
1692,1600-2000,0,0.5-1.0,0,5.0-10.0,1,40-60,0.2-0.4,120-160,1,10.0-15.0,1500-2000,1600-2000,3000-4000,5-8,5.0-10.0,0.0-5.0,1,0,0,3
1693,400-800,0,0.5-1.0,0,15.0-20.0,1,0-20,0.4-0.6,160-200,2,15.0-20.0,1500-2000,1600-2000,2000-3000,14-17,10.0-15.0,5.0-10.0,1,1,1,2
1694,1200-1600,0,0.5-1.0,1,0.0-5.0,1,40-60,0.4-0.6,80-120,1,10.0-15.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,0.0-5.0,1,1,1,1
1695,1200-1600,0,2.0-2.5,1,0.0-5.0,1,20-40,0.2-0.4,120-160,7,5.0-10.0,1500-2000,1600-2000,1000-2000,17-20,0.0-5.0,0.0-5.0,1,0,0,2
1696,1600-2000,0,1.0-1.5,0,0.0-5.0,1,40-60,0.4-0.6,120-160,4,0.0-5.0,1000-1500,1600-2000,2000-3000,8-11,0.0-5.0,10.0-15.0,1,0,1,3
1697,800-1200,1,2.0-2.5,1,0.0-5.0,1,20-40,0.2-0.4,80-120,2,0.0-5.0,1000-1500,1600-2000,3000-4000,14-17,0.0-5.0,5.0-10.0,1,0,1,3
1698,1600-2000,1,0.5-1.0,0,0.0-5.0,0,0-20,0.8-1.0,80-120,6,5.0-10.0,500-1000,800-1200,0-1000,5-8,0.0-5.0,15.0-20.0,1,0,1,0
1699,800-1200,1,1.5-2.0,0,0.0-5.0,0,40-60,0.6-0.8,160-200,7,5.0-10.0,500-1000,800-1200,1000-2000,17-20,10.0-15.0,15.0-20.0,1,1,0,0
1700,400-800,1,0.5-1.0,0,0.0-5.0,1,20-40,0.6-0.8,120-160,3,0.0-5.0,1000-1500,1200-1600,0-1000,5-8,0.0-5.0,5.0-10.0,1,1,1,0
1701,1200-1600,1,2.0-2.5,1,0.0-5.0,1,20-40,0.2-0.4,160-200,3,5.0-10.0,500-1000,1200-1600,2000-3000,5-8,0.0-5.0,15.0-20.0,1,0,0,2
1702,1200-1600,1,2.5-3.0,1,0.0-5.0,0,0-20,0.4-0.6,160-200,5,0.0-5.0,0-500,800-1200,2000-3000,14-17,0.0-5.0,15.0-20.0,1,0,0,2
1703,800-1200,0,1.0-1.5,1,5.0-10.0,0,20-40,0.4-0.6,80-120,4,5.0-10.0,500-1000,1200-1600,0-1000,5-8,0.0-5.0,10.0-15.0,0,1,1,0
1704,1600-2000,1,2.5-3.0,0,5.0-10.0,1,0-20,0-0.2,80-120,4,15.0-20.0,0-500,800-1200,2000-3000,17-20,0.0-5.0,5.0-10.0,1,0,1,2
1705,1200-1600,1,1.0-1.5,1,15.0-20.0,1,20-40,0.2-0.4,80-120,4,15.0-20.0,0-500,400-800,0-1000,14-17,0.0-5.0,5.0-10.0,1,0,0,0
1706,800-1200,0,2.0-2.5,1,0.0-5.0,0,40-60,0.8-1.0,80-120,1,10.0-15.0,1500-2000,1600-2000,1000-2000,5-8,0.0-5.0,5.0-10.0,0,1,0,2
1707,1600-2000,1,0.5-1.0,0,15.0-20.0,0,20-40,0-0.2,120-160,4,15.0-20.0,0-500,800-1200,1000-2000,14-17,0.0-5.0,15.0-20.0,1,1,0,1
1708,1600-2000,1,0.5-1.0,0,0.0-5.0,0,20-40,0.4-0.6,160-200,7,10.0-15.0,500-1000,1600-2000,3000-4000,11-14,0.0-5.0,10.0-15.0,1,0,1,3
1709,1600-2000,0,0.5-1.0,0,10.0-15.0,1,40-60,0.4-0.6,120-160,8,15.0-20.0,500-1000,1600-2000,3000-4000,11-14,0.0-5.0,15.0-20.0,1,0,0,3
1710,400-800,0,0.5-1.0,1,0.0-5.0,1,40-60,0.2-0.4,120-160,4,10.0-15.0,500-1000,1600-2000,0-1000,14-17,10.0-15.0,5.0-10.0,1,1,1,0
1711,800-1200,1,0.5-1.0,0,0.0-5.0,1,40-60,0-0.2,80-120,4,0.0-5.0,1000-1500,1200-1600,1000-2000,8-11,5.0-10.0,10.0-15.0,1,1,0,1
1712,1600-2000,1,0.5-1.0,0,5.0-10.0,0,0-20,0.4-0.6,160-200,8,10.0-15.0,500-1000,1200-1600,1000-2000,11-14,5.0-10.0,5.0-10.0,0,0,1,2
1713,800-1200,1,1.0-1.5,1,0.0-5.0,1,40-60,0.6-0.8,120-160,5,5.0-10.0,0-500,400-800,1000-2000,14-17,5.0-10.0,0.0-5.0,1,1,1,0
1714,1600-2000,0,2.5-3.0,0,5.0-10.0,1,0-20,0.6-0.8,120-160,8,10.0-15.0,0-500,400-800,2000-3000,14-17,0.0-5.0,15.0-20.0,1,1,0,2
1715,1600-2000,0,0.5-1.0,1,0.0-5.0,1,0-20,0-0.2,80-120,8,15.0-20.0,0-500,400-800,0-1000,14-17,5.0-10.0,5.0-10.0,1,1,0,0
1716,800-1200,0,1.5-2.0,0,0.0-5.0,0,0-20,0.4-0.6,160-200,7,0.0-5.0,500-1000,400-800,3000-4000,17-20,0.0-5.0,10.0-15.0,0,0,1,2
1717,1200-1600,1,2.5-3.0,1,0.0-5.0,0,0-20,0.6-0.8,160-200,4,0.0-5.0,0-500,800-1200,3000-4000,8-11,0.0-5.0,15.0-20.0,0,1,0,2
1718,400-800,1,0.5-1.0,1,0.0-5.0,0,20-40,0.4-0.6,160-200,4,5.0-10.0,1000-1500,1200-1600,2000-3000,14-17,5.0-10.0,5.0-10.0,0,0,0,2
1719,800-1200,1,0.5-1.0,1,0.0-5.0,1,20-40,0.2-0.4,120-160,4,0.0-5.0,500-1000,1200-1600,0-1000,17-20,5.0-10.0,15.0-20.0,1,0,1,0
1720,1200-1600,0,2.0-2.5,0,5.0-10.0,1,0-20,0.2-0.4,80-120,3,5.0-10.0,0-500,1600-2000,2000-3000,8-11,5.0-10.0,10.0-15.0,1,1,0,2
1721,800-1200,1,0.5-1.0,0,5.0-10.0,0,20-40,0.8-1.0,120-160,4,15.0-20.0,500-1000,1200-1600,0-1000,14-17,10.0-15.0,15.0-20.0,0,1,1,0
1722,1600-2000,1,2.0-2.5,0,0.0-5.0,1,40-60,0-0.2,120-160,7,10.0-15.0,0-500,800-1200,2000-3000,8-11,0.0-5.0,15.0-20.0,1,0,0,2
1723,800-1200,0,2.5-3.0,1,5.0-10.0,0,20-40,0-0.2,120-160,1,5.0-10.0,0-500,800-1200,1000-2000,17-20,10.0-15.0,15.0-20.0,1,0,1,0
1724,800-1200,1,1.5-2.0,1,0.0-5.0,1,0-20,0.8-1.0,120-160,5,0.0-5.0,500-1000,800-1200,2000-3000,14-17,10.0-15.0,10.0-15.0,1,1,0,2
1725,800-1200,1,0.5-1.0,1,0.0-5.0,0,20-40,0-0.2,160-200,2,15.0-20.0,0-500,800-1200,1000-2000,14-17,5.0-10.0,0.0-5.0,1,0,1,1
1726,800-1200,1,2.5-3.0,1,0.0-5.0,0,0-20,0.8-1.0,120-160,2,5.0-10.0,1000-1500,1600-2000,2000-3000,8-11,5.0-10.0,5.0-10.0,1,0,0,2
1727,1200-1600,0,1.0-1.5,0,0.0-5.0,1,20-40,0-0.2,120-160,6,15.0-20.0,0-500,800-1200,3000-4000,11-14,0.0-5.0,10.0-15.0,1,1,0,3
1728,800-1200,0,2.5-3.0,1,0.0-5.0,1,20-40,0-0.2,120-160,5,0.0-5.0,500-1000,1600-2000,1000-2000,14-17,10.0-15.0,15.0-20.0,1,0,1,1
1729,1600-2000,0,1.0-1.5,0,10.0-15.0,0,20-40,0-0.2,120-160,7,15.0-20.0,500-1000,1600-2000,3000-4000,14-17,10.0-15.0,10.0-15.0,1,1,1,3
1730,1600-2000,0,1.0-1.5,1,5.0-10.0,1,0-20,0.8-1.0,160-200,2,5.0-10.0,500-1000,800-1200,0-1000,8-11,0.0-5.0,10.0-15.0,1,1,0,0
1731,800-1200,0,2.5-3.0,1,5.0-10.0,1,0-20,0.4-0.6,160-200,5,5.0-10.0,0-500,1200-1600,1000-2000,5-8,5.0-10.0,10.0-15.0,1,0,0,0
1732,400-800,0,0.5-1.0,1,10.0-15.0,1,0-20,0.8-1.0,160-200,5,15.0-20.0,0-500,1600-2000,2000-3000,5-8,0.0-5.0,0.0-5.0,1,0,1,2
1733,800-1200,1,2.0-2.5,1,0.0-5.0,1,0-20,0.8-1.0,120-160,2,0.0-5.0,500-1000,800-1200,2000-3000,11-14,0.0-5.0,10.0-15.0,1,0,1,2
1734,1200-1600,0,0.5-1.0,1,0.0-5.0,1,0-20,0.6-0.8,160-200,5,5.0-10.0,1500-2000,1600-2000,3000-4000,14-17,10.0-15.0,0.0-5.0,1,1,1,3
1735,400-800,1,0.5-1.0,0,10.0-15.0,1,40-60,0-0.2,120-160,8,15.0-20.0,500-1000,1200-1600,3000-4000,8-11,5.0-10.0,15.0-20.0,1,0,0,3
1736,1600-2000,1,2.5-3.0,1,0.0-5.0,0,0-20,0.6-0.8,80-120,1,0.0-5.0,1000-1500,1600-2000,1000-2000,11-14,0.0-5.0,15.0-20.0,0,1,0,1
